id;language;gender;year;degree;access
u002496;CA;M;1965;0;Yes
u002497;ES;M;1974;0;Started
u002498;ES;F;1968;0;Yes
u002499;ES;M;1972;0;Started
u002500;ES;F;1973;1;Started
u002501;CA;F;1963;0;No
u002502;CA;F;1978;0;Started
u002503;CA;F;1965;0;Started
u002504;ES;M;1963;0;Started
u002505;ES;M;1971;0;Yes
u002506;ES;F;1959;0;No
u002507;ES;M;1975;1;Yes
u002508;ES;M;1965;0;No
u002509;ES;F;1970;0;Started
u002510;CA;M;1956;0;No
u002511;CA;M;1963;0;No
u002512;ES;M;1966;0;No
u002513;ES;M;1973;0;No
u002514;CA;M;1966;0;Started
u002515;ES;M;1965;0;Yes
u002516;ES;M;1970;1;Started
u002517;ES;F;1965;1;Started
u002518;CA;F;1963;0;Started
u002519;ES;M;1969;0;Yes
u002520;ES;M;1970;0;Started
u002521;ES;M;1962;1;Yes
u002522;ES;M;1968;0;Started
u002523;ES;M;1971;0;No
u002524;ES;M;1970;0;No
u002525;CA;M;1967;0;Yes
u002526;CA;M;1966;0;Yes
u002527;ES;M;1957;0;No
u002528;CA;M;1970;0;No
u002529;CA;M;1967;0;Yes
u002530;ES;M;1967;0;Yes
u002531;ES;F;1963;0;No
u002532;CA;F;1961;0;Yes
u002533;CA;M;1970;0;No
u002534;ES;F;1967;1;Yes
u002535;ES;M;1965;1;Started
u002536;ES;M;1965;0;Started
u002537;ES;F;1966;0;No
u002538;CA;M;1962;1;Yes
u002539;CA;M;1967;0;Started
u002540;ES;F;1968;0;No
u002541;ES;M;1960;1;Yes
u002542;ES;M;1961;0;No
u002543;CA;M;1963;0;Yes
u002544;ES;M;1963;0;No
u002545;ES;F;1960;0;No
u002546;ES;F;1969;0;Started
u002547;CA;M;1962;0;Yes
u002548;ES;M;1966;0;Started
u002549;ES;M;1962;0;Yes
u002550;ES;F;1973;1;No
u002551;ES;M;1972;0;Yes
u002552;ES;M;1970;0;Started
u002553;ES;M;1964;1;Yes
u002554;CA;F;1969;0;Started
u002555;CA;M;1966;0;Started
u002556;ES;M;1971;0;No
u002557;ES;F;1963;0;Started
u002558;CA;M;1963;0;Started
u002559;ES;F;1969;1;Yes
u002560;ES;M;1973;1;No
u002561;ES;F;1970;0;Yes
u002562;CA;M;1966;0;Started
u002563;ES;M;1972;0;Yes
u002564;ES;M;1964;0;No
u002565;ES;F;1965;0;Started
u002566;ES;F;1969;0;Started
u002567;CA;F;1963;0;Yes
u002568;ES;M;1977;0;Yes
u002569;CA;M;1971;0;Started
u002570;ES;F;1964;0;Yes
u002571;ES;F;1964;0;Started
u002572;ES;F;1964;0;Started
u002573;ES;M;1972;0;No
u002574;ES;F;1970;1;No
u002575;ES;M;1970;1;Yes
u002576;ES;M;1963;0;Yes
u002577;CA;F;1964;1;Started
u002578;CA;F;1963;0;Yes
u002579;CA;M;1964;0;Started
u002580;ES;F;1963;0;Yes
u002581;ES;F;1966;0;Started
u002582;ES;F;1956;0;Yes
u002583;ES;F;1967;1;No
u002584;ES;F;1967;0;Started
u002585;ES;M;1965;0;No
u002586;ES;M;1975;0;Started
u002587;ES;M;1963;0;Yes
u002588;CA;M;1972;0;Yes
u002589;CA;F;1966;0;Started
u002590;ES;M;1960;0;No
u002591;ES;F;1971;1;Started
u002592;CA;M;1963;1;No
u002593;CA;M;1970;0;Started
u002594;ES;M;1964;0;Yes
u002595;ES;M;1963;0;Yes
u002596;CA;M;1966;0;Yes
u002597;CA;M;1965;0;Started
u002598;CA;F;1976;0;Yes
u002599;CA;F;1972;0;Yes
u002600;CA;F;1970;0;Yes
u002601;ES;F;1960;0;Started
u002602;ES;M;1971;0;Yes
u002603;CA;M;1964;0;Yes
u002604;CA;M;1971;0;No
u002605;CA;M;1963;1;No
u002606;CA;M;1965;0;Yes
u002607;CA;M;1971;0;Yes
u002608;ES;M;1977;0;Yes
u002609;ES;M;1976;1;Started
u002610;ES;F;1975;1;Started
u002611;CA;M;1967;0;No
u002612;CA;M;1964;1;No
u002613;ES;M;1961;0;Started
u002614;CA;F;1968;0;Yes
u002615;ES;F;1968;0;Started
u002616;CA;F;1969;0;Yes
u002617;ES;M;1974;0;No
u002618;CA;M;1974;1;Yes
u002619;CA;F;1967;1;Started
u002620;ES;M;1977;1;No
u002621;ES;M;1962;0;Yes
u002622;CA;F;1973;0;Started
u002623;ES;M;1978;0;Started
u002624;ES;F;1969;0;Yes
u002625;ES;M;1957;0;Yes
u002626;ES;F;1971;0;Started
u002627;ES;M;1970;1;Started
u002628;ES;M;1970;0;Yes
u002629;ES;F;1960;0;Started
u002630;ES;M;1971;1;No
u002631;CA;F;1960;0;Yes
u002632;ES;M;1967;0;Yes
u002633;ES;F;1967;0;Yes
u002634;ES;M;1970;0;Started
u002635;ES;F;1965;0;Yes
u002636;CA;M;1959;1;Yes
u002637;CA;M;1970;1;No
u002638;CA;F;1967;0;Started
u002639;CA;F;1964;0;Started
u002640;ES;F;1970;0;Yes
u002641;CA;F;1960;0;Started
u002642;CA;F;1976;0;No
u002643;CA;F;1966;0;Yes
u002644;CA;F;1967;0;Started
u002645;ES;F;1971;1;Yes
u002646;CA;M;1967;0;Started
u002647;CA;F;1968;1;Yes
u002648;ES;F;1960;0;Yes
u002649;ES;F;1966;0;No
u002650;ES;F;1968;0;No
u002651;CA;F;1961;1;Yes
u002652;ES;M;1966;0;Started
u002653;CA;F;1966;0;Yes
u002654;CA;M;1965;0;Yes
u002655;ES;F;1966;0;No
u002656;ES;M;1966;0;Started
u002657;ES;F;1966;1;Yes
u002658;CA;F;1960;0;Yes
u002659;ES;M;1966;0;No
u002660;ES;M;1970;0;Started
u002661;ES;F;1971;0;Started
u002662;ES;M;1962;0;Started
u002663;ES;M;1959;1;No
u002664;ES;F;1964;0;Yes
u002665;ES;F;1965;0;Started
u002666;ES;M;1963;0;Yes
u002667;CA;F;1978;1;No
u002668;CA;M;1976;1;Yes
u002669;ES;F;1966;0;No
u002670;CA;F;1960;0;No
u002671;CA;M;1964;0;Started
u002672;ES;M;1961;0;No
u002673;CA;F;1974;0;No
u002674;ES;F;1966;0;Yes
u002675;CA;F;1968;0;Started
u002676;CA;M;1961;0;Started
u002677;ES;M;1975;0;Started
u002678;CA;F;1961;0;Started
u002679;ES;F;1971;1;No
u002680;ES;M;1970;0;Yes
u002681;ES;M;1971;0;Yes
u002682;ES;F;1965;1;No
u002683;ES;F;1969;1;No
u002684;CA;F;1969;0;No
u002685;ES;M;1964;0;No
u002686;CA;F;1968;0;Started
u002687;CA;F;1961;1;Yes
u002688;ES;M;1963;0;Started
u002689;ES;F;1973;0;No
u002690;ES;M;1976;0;Started
u002691;CA;M;1964;0;Started
u002692;CA;F;1970;0;No
u002693;ES;M;1961;1;Started
u002694;ES;M;1973;0;Yes
u002695;ES;F;1968;0;No
u002696;ES;M;1973;0;Started
u002697;CA;F;1969;1;Started
u002698;CA;F;1969;0;Yes
u002699;ES;M;1966;0;Started
u002700;ES;F;1964;0;No
u002701;CA;M;1975;0;Started
u002702;CA;M;1961;0;Started
u002703;CA;M;1959;1;No
u002704;ES;M;1973;0;Yes
u002705;CA;F;1966;0;Yes
u002706;ES;F;1970;1;Started
u002707;CA;F;1966;0;Started
u002708;ES;F;1967;0;Started
u002709;ES;F;1971;0;Started
u002710;ES;F;1973;1;No
u002711;CA;M;1972;0;Started
u002712;ES;F;1965;0;Started
u002713;ES;M;1959;0;Started
u002714;CA;M;1969;1;Yes
u002715;ES;M;1966;1;Started
u002716;CA;F;1971;1;Started
u002717;ES;M;1967;0;Started
u002718;ES;M;1971;0;Yes
u002719;ES;M;1968;0;Yes
u002720;ES;M;1967;0;Yes
u002721;ES;M;1966;1;Started
u002722;ES;F;1967;0;Yes
u002723;CA;M;1956;0;No
u002724;ES;M;1973;0;Yes
u002725;ES;F;1968;0;Started
u002726;ES;F;1972;0;No
u002727;ES;F;1964;0;Yes
u002728;ES;F;1962;1;Yes
u002729;ES;M;1968;0;Yes
u002730;CA;F;1971;0;Yes
u002731;ES;F;1968;0;Yes
u002732;ES;M;1964;0;Started
u002733;ES;M;1966;0;Started
u002734;ES;M;1960;0;No
u002735;ES;M;1966;0;No
u002736;ES;F;1958;0;Started
u002737;ES;F;1969;1;No
u002738;ES;M;1968;0;Yes
u002739;ES;F;1965;0;No
u002740;CA;M;1965;0;Yes
u002741;CA;M;1969;0;Started
u002742;ES;M;1966;0;Started
u002743;ES;M;1971;0;Yes
u002744;ES;F;1972;0;Yes
u002745;ES;F;1972;0;No
u002746;ES;F;1968;0;No
u002747;ES;M;1970;1;Started
u002748;ES;F;1967;1;Started
u002749;ES;M;1965;1;No
u002750;CA;M;1968;0;Yes
u002751;ES;M;1967;0;Yes
u002752;CA;M;1968;0;Started
u002753;CA;F;1968;1;Yes
u002754;ES;M;1960;0;Yes
u002755;ES;M;1964;0;Yes
u002756;ES;M;1966;1;Yes
u002757;ES;M;1962;0;No
u002758;ES;M;1968;1;Yes
u002759;CA;M;1974;0;Started
u002760;CA;M;1966;0;Yes
u002761;ES;M;1969;0;Yes
u002762;CA;M;1963;0;No
u002763;ES;F;1968;0;Yes
u002764;ES;F;1973;1;No
u002765;CA;F;1974;0;Yes
u002766;CA;F;1971;0;Yes
u002767;ES;F;1967;0;Started
u002768;CA;M;1977;0;Started
u002769;ES;M;1969;0;No
u002770;CA;M;1973;0;No
u002771;ES;M;1959;0;No
u002772;ES;F;1963;1;Started
u002773;ES;M;1972;0;No
u002774;ES;F;1969;1;Yes
u002775;CA;M;1964;0;Started
u002776;ES;F;1966;0;Started
u002777;ES;F;1961;0;Started
u002778;ES;M;1963;0;Started
u002779;ES;M;1974;0;No
u002780;ES;F;1969;0;Started
u002781;ES;F;1967;1;No
u002782;ES;F;1972;0;Started
u002783;CA;M;1965;0;Yes
u002784;CA;M;1966;0;Started
u002785;ES;F;1963;0;Yes
u002786;ES;F;1970;0;No
u002787;CA;M;1966;0;Started
u002788;ES;M;1971;0;Started
u002789;ES;F;1964;0;No
u002790;ES;M;1968;0;Started
u002791;ES;F;1969;0;Started
u002792;ES;M;1973;0;Started
u002793;ES;F;1967;0;No
u002794;CA;M;1974;0;Started
u002795;ES;M;1964;0;Started
u002796;ES;M;1971;0;Yes
u002797;ES;F;1966;0;No
u002798;ES;M;1975;0;Started
u002799;CA;M;1970;0;Started
u002800;ES;F;1964;0;Started
u002801;ES;M;1969;0;Yes
u002802;CA;F;1962;0;Started
u002803;CA;F;1972;0;No
u002804;ES;M;1969;0;Yes
u002805;ES;M;1962;0;Yes
u002806;ES;M;1963;1;No
u002807;ES;F;1965;0;No
u002808;ES;F;1979;0;No
u002809;ES;F;1969;0;Started
u002810;ES;M;1965;0;No
u002811;ES;M;1961;0;Started
u002812;CA;F;1962;0;Started
u002813;ES;M;1967;0;Yes
u002814;ES;M;1974;0;Yes
u002815;ES;M;1966;1;Yes
u002816;ES;M;1961;0;Yes
u002817;CA;M;1970;0;Started
u002818;ES;M;1965;1;Started
u002819;ES;F;1961;0;No
u002820;ES;F;1965;0;Yes
u002821;CA;M;1964;0;Yes
u002822;CA;F;1966;0;Started
u002823;CA;M;1969;0;Yes
u002824;CA;F;1970;1;Started
u002825;ES;F;1963;0;Yes
u002826;ES;F;1966;0;Yes
u002827;CA;M;1969;1;Started
u002828;ES;M;1973;0;No
u002829;ES;M;1965;0;Started
u002830;ES;M;1973;1;Started
u002831;ES;M;1963;0;Started
u002832;ES;M;1967;0;Started
u002833;ES;M;1963;0;Yes
u002834;ES;F;1967;0;Started
u002835;ES;M;1966;0;Yes
u002836;ES;F;1958;0;Yes
u002837;ES;M;1970;0;Started
u002838;ES;M;1968;0;No
u002839;ES;M;1969;0;Yes
u002840;CA;F;1963;0;No
u002841;CA;M;1974;0;No
u002842;CA;M;1965;1;Yes
u002843;CA;F;1963;0;No
u002844;ES;M;1965;0;Yes
u002845;ES;F;1962;0;No
u002846;ES;M;1969;1;Yes
u002847;CA;M;1961;0;Started
u002848;ES;F;1971;0;No
u002849;ES;M;1963;0;Started
u002850;ES;M;1965;0;Started
u002851;ES;F;1965;0;Yes
u002852;ES;F;1960;1;Yes
u002853;ES;M;1962;0;Yes
u002854;ES;M;1968;0;Started
u002855;ES;M;1959;0;Yes
u002856;CA;F;1967;0;Yes
u002857;ES;M;1969;0;No
u002858;CA;F;1968;0;Yes
u002859;ES;F;1965;0;Yes
u002860;ES;F;1966;1;Started
u002861;CA;M;1965;0;No
u002862;CA;F;1972;0;No
u002863;CA;F;1968;1;No
u002864;CA;F;1970;0;No
u002865;ES;F;1968;1;Started
u002866;CA;M;1968;0;Yes
u002867;ES;M;1968;0;Started
u002868;ES;M;1971;0;Started
u002869;ES;F;1970;0;Started
u002870;CA;M;1971;0;Started
u002871;ES;M;1971;0;Started
u002872;ES;M;1962;1;No
u002873;CA;F;1961;0;Yes
u002874;ES;F;1969;0;Started
u002875;CA;M;1969;0;Yes
u002876;ES;F;1968;0;Yes
u002877;ES;M;1970;0;No
u002878;CA;F;1977;0;Yes
u002879;ES;M;1965;0;Started
u002880;ES;M;1966;0;Started
u002881;ES;M;1975;0;Yes
u002882;ES;M;1966;0;Yes
u002883;CA;M;1964;0;Started
u002884;ES;M;1969;0;Started
u002885;CA;M;1973;0;No
u002886;ES;F;1968;1;Started
u002887;ES;F;1966;0;Yes
u002888;ES;M;1965;0;Started
u002889;CA;M;1960;0;Started
u002890;CA;M;1966;0;No
u002891;CA;M;1968;0;Started
u002892;CA;M;1963;0;Started
u002893;CA;M;1969;0;No
u002894;CA;M;1962;0;No
u002895;CA;F;1963;1;No
u002896;ES;M;1966;0;Yes
u002897;CA;M;1972;0;No
u002898;CA;M;1969;0;Yes
u002899;ES;F;1968;0;Started
u002900;CA;M;1971;0;No
u002901;ES;M;1967;1;Yes
u002902;ES;F;1964;0;Started
u002903;ES;M;1977;1;No
u002904;CA;F;1972;1;No
u002905;ES;M;1957;1;Yes
u002906;CA;M;1960;1;Started
u002907;ES;M;1964;0;No
u002908;CA;F;1962;0;Yes
u002909;ES;M;1966;1;Yes
u002910;ES;M;1971;0;Yes
u002911;CA;M;1967;1;Yes
u002912;ES;M;1971;0;Started
u002913;ES;F;1966;0;Started
u002914;CA;F;1969;0;Started
u002915;CA;F;1972;0;Yes
u002916;ES;M;1961;1;Started
u002917;ES;M;1967;0;Started
u002918;ES;F;1970;1;No
u002919;ES;F;1966;0;Yes
u002920;ES;F;1968;0;Started
u002921;ES;M;1961;1;No
u002922;CA;F;1961;0;Started
u002923;CA;F;1971;0;Yes
u002924;CA;F;1964;0;No
u002925;ES;F;1969;0;Started
u002926;CA;M;1974;1;Yes
u002927;ES;M;1972;0;No
u002928;ES;M;1957;1;Yes
u002929;ES;F;1963;1;Yes
u002930;CA;M;1966;0;Yes
u002931;CA;F;1956;0;Started
u002932;ES;M;1968;0;Yes
u002933;ES;M;1973;0;No
u002934;ES;F;1961;1;Started
u002935;ES;M;1967;0;Started
u002936;ES;M;1967;0;Yes
u002937;ES;F;1967;1;Started
u002938;CA;F;1972;1;No
u002939;CA;F;1966;0;Started
u002940;ES;M;1965;0;No
u002941;ES;M;1958;1;Yes
u002942;ES;F;1964;0;Started
u002943;ES;M;1969;0;Started
u002944;ES;M;1964;0;Started
u002945;ES;F;1970;0;No
u002946;ES;M;1966;0;Yes
u002947;CA;F;1962;0;Started
u002948;ES;M;1967;0;Yes
u002949;CA;M;1970;1;Started
u002950;ES;F;1963;0;No
u002951;CA;M;1973;1;Started
u002952;ES;M;1972;0;Started
u002953;ES;M;1963;0;Yes
u002954;CA;F;1969;0;No
u002955;ES;F;1972;0;Started
u002956;ES;F;1959;0;No
u002957;CA;M;1964;0;Yes
u002958;CA;M;1967;0;No
u002959;ES;M;1966;0;No
u002960;ES;M;1969;1;No
u002961;CA;F;1966;0;Started
u002962;ES;M;1975;0;Yes
u002963;CA;M;1967;0;Yes
u002964;ES;M;1974;0;No
u002965;CA;M;1956;0;Started
u002966;ES;M;1960;0;No
u002967;ES;F;1967;0;No
u002968;CA;M;1969;0;Started
u002969;ES;M;1973;0;Started
u002970;ES;F;1967;1;Started
u002971;CA;F;1961;1;Started
u002972;ES;M;1968;0;No
u002973;CA;M;1966;1;Started
u002974;CA;M;1962;0;No
u002975;ES;M;1963;0;Started
u002976;CA;F;1975;0;Started
u002977;ES;F;1969;1;No
u002978;CA;F;1973;0;Started
u002979;ES;M;1966;0;No
u002980;ES;F;1962;0;Started
u002981;ES;F;1967;0;Started
u002982;ES;M;1965;0;Started
u002983;CA;F;1965;0;Started
u002984;CA;F;1966;0;Started
u002985;ES;M;1971;0;Started
u002986;ES;F;1974;0;No
u002987;ES;M;1962;0;Yes
u002988;ES;M;1967;1;Yes
u002989;ES;F;1967;0;Yes
u002990;ES;M;1968;0;Started
u002991;ES;F;1980;0;Started
u002992;ES;F;1970;0;No
u002993;ES;F;1964;0;Started
u002994;ES;M;1973;0;Started
u002995;CA;M;1967;0;Started
u002996;ES;M;1961;0;Started
u002997;ES;M;1970;0;Yes
u002998;ES;F;1965;0;Started
u002999;CA;M;1964;0;Started
u003000;ES;M;1964;1;Started
u003001;ES;F;1967;1;No
u003002;ES;F;1969;1;Started
u003003;CA;F;1965;0;Started
u003004;CA;M;1974;0;Started
u003005;CA;M;1965;0;Yes
u003006;CA;M;1972;0;Started
u003007;CA;M;1965;0;No
u003008;ES;F;1961;0;Started
u003009;ES;M;1962;1;Yes
u003010;CA;F;1970;0;Yes
u003011;ES;M;1963;1;Yes
u003012;ES;F;1971;1;Started
u003013;CA;M;1968;0;No
u003014;ES;F;1968;0;Started
u003015;CA;F;1965;0;No
u003016;ES;M;1961;0;Started
u003017;ES;M;1965;1;Started
u003018;CA;F;1977;0;Yes
u003019;ES;M;1961;0;Yes
u003020;ES;M;1963;0;No
u003021;ES;M;1963;0;Yes
u003022;CA;F;1960;0;Yes
u003023;ES;M;1969;0;Yes
u003024;ES;M;1965;0;Started
u003025;ES;M;1969;0;No
u003026;CA;M;1970;0;Started
u003027;ES;M;1976;0;Started
u003028;CA;M;1973;0;No
u003029;ES;F;1963;0;Started
u003030;ES;M;1964;0;Yes
u003031;ES;M;1965;0;Yes
u003032;CA;M;1971;0;No
u003033;ES;F;1958;0;Yes
u003034;ES;F;1965;0;Started
u003035;CA;M;1969;0;No
u003036;ES;M;1970;0;No
u003037;ES;F;1964;0;Yes
u003038;ES;F;1968;0;No
u003039;CA;M;1964;0;Yes
u003040;CA;M;1962;0;Started
u003041;CA;M;1970;0;No
u003042;CA;M;1969;1;Started
u003043;CA;F;1962;0;No
u003044;ES;M;1965;1;Yes
u003045;ES;M;1967;0;No
u003046;ES;F;1966;0;Started
u003047;CA;M;1973;1;Yes
u003048;ES;M;1968;0;Started
u003049;CA;M;1965;1;Yes
u003050;CA;F;1965;0;Yes
u003051;ES;F;1960;0;No
u003052;CA;M;1970;0;Started
u003053;ES;M;1971;0;Started
u003054;ES;M;1972;1;No
u003055;CA;F;1971;0;No
u003056;ES;M;1961;0;Started
u003057;CA;F;1963;1;Started
u003058;ES;F;1974;0;Started
u003059;ES;F;1972;0;Started
u003060;ES;M;1978;0;No
u003061;ES;F;1963;0;Yes
u003062;ES;F;1966;0;No
u003063;CA;M;1969;0;Started
u003064;ES;F;1966;0;Started
u003065;ES;M;1971;0;Yes
u003066;ES;M;1956;0;Started
u003067;CA;M;1973;1;Yes
u003068;ES;M;1969;0;Yes
u003069;CA;F;1972;0;Yes
u003070;ES;M;1968;0;Started
u003071;ES;F;1963;0;Yes
u003072;ES;M;1967;0;Started
u003073;ES;M;1968;0;Yes
u003074;ES;F;1972;0;No
u003075;CA;M;1957;0;No
u003076;ES;F;1968;0;Yes
u003077;CA;M;1961;0;Yes
u003078;ES;M;1967;0;Started
u003079;ES;M;1968;0;Started
u003080;ES;F;1965;0;Started
u003081;ES;F;1967;0;No
u003082;ES;M;1963;1;No
u003083;ES;F;1962;0;No
u003084;ES;M;1969;0;Yes
u003085;CA;F;1974;0;Yes
u003086;CA;F;1974;0;Started
u003087;CA;F;1960;0;No
u003088;ES;M;1966;1;No
u003089;ES;F;1964;0;No
u003090;ES;F;1963;0;No
u003091;ES;M;1969;0;Started
u003092;CA;M;1967;0;Yes
u003093;ES;M;1959;0;Started
u003094;CA;M;1958;0;No
u003095;CA;M;1968;0;Yes
u003096;CA;M;1969;0;Started
u003097;CA;M;1966;0;No
u003098;ES;M;1960;0;Started
u003099;CA;M;1974;0;Started
u003100;CA;M;1969;0;Yes
u003101;ES;F;1963;0;Yes
u003102;ES;M;1961;1;Started
u003103;CA;M;1968;0;Started
u003104;ES;M;1969;0;Started
u003105;CA;M;1965;0;Yes
u003106;CA;M;1972;0;Started
u003107;CA;M;1961;0;Yes
u003108;ES;F;1965;1;Yes
u003109;ES;M;1973;1;No
u003110;CA;F;1968;0;Yes
u003111;CA;F;1971;0;No
u003112;ES;M;1967;0;Yes
u003113;CA;F;1974;0;No
u003114;ES;M;1973;1;No
u003115;CA;M;1962;0;Yes
u003116;ES;M;1961;1;Yes
u003117;ES;M;1963;0;Yes
u003118;ES;F;1969;1;No
u003119;CA;F;1971;0;Started
u003120;ES;F;1965;0;Started
u003121;ES;F;1973;0;No
u003122;CA;M;1966;0;Yes
u003123;CA;M;1966;1;Yes
u003124;ES;F;1966;1;Yes
u003125;ES;F;1957;1;No
u003126;CA;F;1963;1;No
u003127;ES;M;1967;0;Yes
u003128;CA;M;1964;0;Started
u003129;ES;M;1968;0;Started
u003130;ES;F;1965;1;Started
u003131;CA;M;1966;0;No
u003132;CA;F;1968;1;No
u003133;CA;F;1957;1;Yes
u003134;CA;M;1969;0;Started
u003135;ES;F;1965;0;Started
u003136;ES;M;1968;0;Yes
u003137;ES;M;1967;0;Started
u003138;CA;M;1965;0;Started
u003139;CA;F;1967;0;Started
u003140;ES;M;1962;1;Started
u003141;ES;F;1966;0;Started
u003142;CA;M;1964;1;No
u003143;CA;F;1975;0;Started
u003144;ES;M;1972;0;No
u003145;CA;F;1971;0;Started
u003146;ES;F;1961;0;Yes
u003147;CA;F;1973;0;Yes
u003148;ES;F;1967;0;No
u003149;ES;M;1961;0;Started
u003150;ES;M;1971;0;Started
u003151;CA;M;1970;0;Yes
u003152;ES;M;1971;0;No
u003153;ES;M;1962;0;No
u003154;CA;M;1971;0;Started
u003155;CA;M;1971;0;Started
u003156;ES;M;1964;0;Started
u003157;ES;F;1978;0;Started
u003158;CA;M;1968;1;Yes
u003159;CA;M;1959;1;No
u003160;CA;F;1968;0;Started
u003161;ES;F;1974;0;Yes
u003162;ES;F;1972;0;Yes
u003163;CA;M;1965;0;No
u003164;ES;M;1968;0;No
u003165;ES;F;1973;1;Started
u003166;ES;M;1972;1;No
u003167;CA;M;1966;1;Yes
u003168;ES;M;1961;0;No
u003169;ES;M;1961;0;Yes
u003170;ES;M;1973;1;Yes
u003171;ES;M;1957;0;No
u003172;CA;M;1969;0;Yes
u003173;ES;F;1974;0;Yes
u003174;ES;M;1968;1;Yes
u003175;ES;M;1969;0;Started
u003176;ES;M;1964;1;Started
u003177;CA;M;1962;1;Started
u003178;ES;M;1961;0;Started
u003179;ES;M;1962;0;No
u003180;ES;M;1968;0;Started
u003181;ES;M;1962;0;Yes
u003182;ES;M;1966;0;Started
u003183;ES;M;1970;1;Yes
u003184;ES;F;1970;0;Yes
u003185;ES;M;1967;0;Started
u003186;ES;M;1968;0;Yes
u003187;ES;M;1973;0;No
u003188;CA;M;1968;0;Started
u003189;CA;F;1967;0;Yes
u003190;CA;F;1965;0;Yes
u003191;CA;F;1962;1;No
u003192;ES;M;1964;0;Started
u003193;ES;F;1973;0;Started
u003194;CA;F;1974;1;Started
u003195;CA;M;1963;0;No
u003196;CA;M;1962;0;No
u003197;CA;M;1977;0;No
u003198;CA;M;1969;0;Started
u003199;CA;F;1966;0;Started
u003200;ES;F;1965;0;No
u003201;CA;M;1967;0;No
u003202;CA;F;1959;0;No
u003203;ES;M;1972;0;No
u003204;ES;M;1974;1;Yes
u003205;ES;M;1971;0;Yes
u003206;ES;M;1969;1;Started
u003207;ES;F;1974;0;Yes
u003208;ES;M;1973;1;Yes
u003209;CA;F;1958;0;Yes
u003210;CA;F;1964;0;Yes
u003211;CA;F;1973;1;No
u003212;CA;M;1974;0;Yes
u003213;ES;M;1964;0;Started
u003214;CA;M;1966;1;Yes
u003215;ES;F;1961;0;Yes
u003216;CA;F;1967;0;Yes
u003217;ES;M;1970;0;Yes
u003218;CA;M;1970;0;Started
u003219;CA;F;1966;0;Started
u003220;ES;M;1966;0;Yes
u003221;CA;F;1973;0;Started
u003222;ES;F;1966;1;Started
u003223;ES;M;1965;0;No
u003224;CA;F;1965;0;No
u003225;CA;F;1968;0;Yes
u003226;ES;M;1966;0;No
u003227;ES;F;1961;0;Yes
u003228;CA;M;1972;0;Yes
u003229;CA;F;1968;0;Started
u003230;ES;M;1967;0;Started
u003231;ES;M;1972;0;Yes
u003232;ES;F;1965;0;No
u003233;ES;F;1962;0;Started
u003234;CA;M;1971;0;Yes
u003235;ES;M;1969;0;Yes
u003236;CA;F;1954;0;No
u003237;CA;F;1970;0;Yes
u003238;CA;F;1971;0;Started
u003239;ES;F;1962;0;Yes
u003240;ES;F;1970;1;Yes
u003241;ES;M;1970;0;No
u003242;ES;M;1975;0;Started
u003243;CA;M;1971;0;Started
u003244;CA;M;1961;0;Yes
u003245;CA;F;1965;0;Started
u003246;ES;M;1968;0;Started
u003247;ES;F;1963;0;Yes
u003248;ES;M;1963;0;No
u003249;ES;M;1968;1;No
u003250;CA;F;1968;1;Yes
u003251;CA;F;1959;0;Started
u003252;CA;F;1968;0;Started
u003253;CA;F;1969;0;No
u003254;CA;M;1967;0;Yes
u003255;CA;F;1970;0;Yes
u003256;CA;M;1963;0;Started
u003257;CA;M;1972;0;No
u003258;CA;M;1969;0;No
u003259;ES;F;1968;0;Started
u003260;CA;F;1962;0;No
u003261;ES;M;1962;0;Started
u003262;ES;F;1959;0;Started
u003263;CA;M;1967;1;No
u003264;CA;M;1959;0;Yes
u003265;ES;F;1962;1;Started
u003266;CA;F;1973;0;Yes
u003267;CA;F;1969;0;Started
u003268;CA;F;1963;0;Started
u003269;ES;F;1972;0;No
u003270;ES;F;1969;0;Started
u003271;ES;M;1966;0;Yes
u003272;CA;M;1967;0;No
u003273;CA;M;1974;0;No
u003274;CA;F;1965;0;Yes
u003275;ES;F;1966;0;Started
u003276;ES;M;1966;1;Yes
u003277;ES;F;1964;0;Started
u003278;CA;M;1964;0;Yes
u003279;ES;M;1967;0;Started
u003280;ES;F;1962;0;Yes
u003281;ES;F;1969;1;Started
u003282;ES;M;1971;0;No
u003283;CA;F;1972;0;Started
u003284;ES;M;1965;0;Started
u003285;ES;F;1966;0;Started
u003286;ES;M;1970;0;Yes
u003287;ES;M;1962;0;Yes
u003288;ES;M;1965;1;Started
u003289;ES;M;1975;0;Yes
u003290;ES;M;1969;0;No
u003291;ES;M;1966;0;Yes
u003292;ES;F;1969;0;Yes
u003293;ES;F;1969;0;No
u003294;ES;F;1971;1;Yes
u003295;CA;F;1971;0;No
u003296;ES;F;1961;0;Started
u003297;CA;M;1956;0;Started
u003298;CA;M;1968;0;No
u003299;ES;F;1957;1;Yes
u003300;ES;F;1968;0;Yes
u003301;ES;M;1975;0;Started
u003302;ES;M;1965;0;Started
u003303;CA;M;1969;0;Yes
u003304;ES;F;1964;1;No
u003305;ES;M;1969;0;No
u003306;CA;M;1971;1;Yes
u003307;CA;F;1961;0;Started
u003308;ES;M;1965;0;Yes
u003309;ES;F;1960;0;Started
u003310;ES;M;1968;1;Started
u003311;CA;F;1963;1;Started
u003312;CA;M;1967;1;No
u003313;ES;M;1965;1;Yes
u003314;CA;M;1969;0;Started
