id;semester;course;mark
u001956;2020/2;A10;NO
u001956;2020/2;A04;EX
u001957;2016/1;A57;A
u001957;2016/2;A24;A
u001957;2016/2;A38;NO
u001957;2016/2;A35;NP
u001957;2017/1;A27;A
u001957;2017/1;A30;A
u001958;2006/1;A11;SU
u001958;2006/1;A24;SU
u001958;2006/1;A60;NP
u001958;2007/1;A23;SU
u001958;2007/1;A37;A
u001958;2007/2;A24;A
u001958;2007/2;A06;A
u001958;2007/2;A03;A
u001958;2008/2;A21;SU
u001958;2008/2;A19;SU
u001958;2009/1;A54;A
u001958;2009/1;A35;A
u001958;2010/1;A09;A
u001958;2010/1;A26;NP
u001958;2010/2;A25;A
u001958;2010/2;A48;NP
u001959;2016/1;A42;SU
u001959;2016/1;A39;SU
u001959;2016/1;A53;A
u001959;2017/1;A11;NO
u001959;2017/1;A20;NP
u001959;2017/2;A55;NP
u001959;2017/2;A04;SU
u001959;2018/2;A28;SU
u001959;2018/2;A29;A
u001959;2018/2;A54;NP
u001960;2015/1;A42;NP
u001960;2015/2;A16;A
u001960;2015/2;A24;A
u001960;2015/2;A55;NO
u001960;2015/2;A32;SU
u001960;2015/2;A29;NO
u001961;2018/1;A19;NP
u001961;2018/1;A33;SU
u001961;2018/1;A17;A
u001961;2018/1;A16;A
u001961;2018/2;A13;NP
u001961;2018/2;A04;NP
u001961;2019/2;A34;A
u001962;2011/1;A01;SU
u001962;2011/1;A54;SU
u001962;2011/2;A28;SU
u001962;2011/2;A44;A
u001962;2011/2;A21;A
u001962;2012/1;A31;NO
u001962;2012/1;A56;A
u001962;2012/1;A53;EX
u001963;2017/2;A05;SU
u001963;2017/2;A44;A
u001963;2017/2;A36;A
u001963;2017/2;A05;NO
u001964;2004/1;A45;A
u001964;2004/1;A29;NP
u001964;2004/1;A55;NO
u001965;2006/1;A43;A
u001965;2006/2;A38;SU
u001965;2006/2;A05;A
u001965;2006/2;A21;NO
u001965;2007/1;A49;A
u001965;2007/1;A28;A
u001965;2007/1;A47;A
u001965;2007/2;A45;A
u001965;2008/1;A29;NP
u001965;2008/1;A36;SU
u001965;2008/2;A39;A
u001965;2008/2;A30;NP
u001965;2008/2;A50;A
u001965;2009/1;A36;A
u001965;2009/1;A35;SU
u001965;2009/2;A07;SU
u001965;2009/2;A40;NO
u001965;2010/1;A27;A
u001965;2010/1;A52;A
u001965;2010/2;A44;A
u001965;2010/2;A41;A
u001966;2000/1;A07;NP
u001966;2000/1;A33;SU
u001966;2000/2;A30;A
u001966;2000/2;A57;NP
u001966;2000/2;A26;SU
u001966;2001/1;A12;NP
u001966;2001/1;A24;A
u001966;2001/2;A02;NO
u001966;2001/2;A21;A
u001966;2001/2;A53;A
u001966;2002/1;A41;NP
u001966;2002/1;A17;A
u001966;2002/2;A44;SU
u001966;2003/1;A26;SU
u001966;2003/1;A58;A
u001966;2003/1;A56;A
u001966;2003/2;A39;NO
u001966;2003/2;A49;A
u001966;2004/2;A05;NO
u001966;2005/1;A59;EX
u001967;2022/1;A23;NO
u001967;2022/1;A46;SU
u001967;2022/1;A41;SU
u001968;2014/1;A56;A
u001968;2014/1;A33;NP
u001968;2014/1;A30;SU
u001969;2004/2;A17;NO
u001969;2004/2;A41;NO
u001969;2004/2;A36;A
u001969;2004/2;A10;A
u001969;2004/2;A19;SU
u001969;2005/2;A16;NO
u001970;2009/1;A35;A
u001970;2009/1;A14;NP
u001970;2009/1;A18;SU
u001971;2012/1;A16;NO
u001972;2019/1;A44;A
u001972;2019/1;A15;NO
u001972;2019/2;A06;A
u001972;2019/2;A30;SU
u001972;2019/2;A08;A
u001972;2019/2;A16;A
u001972;2020/1;A07;A
u001972;2020/1;A14;SU
u001972;2020/1;A55;A
u001973;2021/1;A43;SU
u001974;2022/1;A06;SU
u001974;2022/1;A16;NP
u001974;2022/1;A60;SU
u001974;2022/1;A22;EX
u001974;2022/1;A24;NO
u001975;2019/1;A18;SU
u001975;2019/1;A18;SU
u001975;2019/2;A11;SU
u001975;2019/2;A58;A
u001976;2016/2;A60;NP
u001976;2016/2;A59;SU
u001976;2017/1;A10;SU
u001976;2017/1;A51;NP
u001976;2017/1;A04;NP
u001976;2017/2;A34;SU
u001976;2017/2;A47;NP
u001976;2017/2;A09;NP
u001976;2018/2;A37;A
u001976;2018/2;A43;EX
u001976;2018/2;A06;SU
u001977;2010/1;A22;NO
u001977;2010/1;A35;EX
u001977;2010/1;A27;A
u001977;2010/2;A05;A
u001977;2010/2;A13;NO
u001977;2010/2;A43;SU
u001977;2010/2;A02;A
u001978;2014/1;A02;A
u001978;2014/1;A33;A
u001978;2014/1;A28;NP
u001978;2014/1;A03;NP
u001978;2014/2;A03;A
u001978;2014/2;A38;NO
u001978;2014/2;A25;SU
u001978;2015/2;A30;NO
u001978;2016/1;A41;A
u001978;2016/1;A12;A
u001978;2016/2;A25;NP
u001978;2016/2;A45;A
u001978;2017/2;A42;NP
u001979;2017/1;A35;SU
u001979;2017/1;A16;A
u001980;2012/2;A37;NO
u001980;2012/2;A03;SU
u001980;2012/2;A43;A
u001980;2012/2;A31;NP
u001980;2013/1;A55;SU
u001980;2013/1;A50;A
u001980;2013/1;A42;SU
u001980;2013/2;A18;NP
u001980;2013/2;A23;A
u001980;2013/2;A46;NO
u001980;2014/1;A28;NP
u001980;2014/1;A38;EX
u001980;2014/1;A24;NO
u001980;2014/2;A45;A
u001980;2014/2;A06;A
u001980;2014/2;A03;SU
u001980;2015/1;A15;NO
u001980;2015/1;A52;NP
u001981;2002/1;A25;A
u001981;2002/1;A26;A
u001981;2002/1;A22;A
u001981;2002/2;A07;NO
u001981;2002/2;A54;A
u001981;2002/2;A17;A
u001981;2002/2;A23;NP
u001982;2009/1;A52;A
u001982;2009/1;A34;EX
u001982;2009/1;A30;NO
u001982;2009/1;A47;SU
u001982;2009/1;A04;NP
u001982;2009/2;A11;SU
u001982;2009/2;A40;SU
u001982;2010/1;A06;A
u001982;2010/1;A24;NP
u001982;2010/2;A42;A
u001982;2010/2;A03;A
u001982;2010/2;A55;SU
u001982;2010/2;A11;NO
u001982;2011/1;A51;A
u001982;2011/1;A55;EX
u001982;2011/1;A35;NO
u001982;2011/2;A45;A
u001982;2011/2;A40;NP
u001982;2011/2;A41;A
u001982;2011/2;A05;A
u001982;2012/1;A37;SU
u001982;2012/1;A15;A
u001982;2012/2;A21;EX
u001982;2012/2;A37;NO
u001982;2012/2;A58;A
u001982;2012/2;A23;NP
u001982;2013/2;A26;NO
u001982;2013/2;A27;NO
u001982;2014/1;A33;NP
u001982;2014/1;A24;A
u001982;2014/2;A49;A
u001982;2014/2;A18;A
u001982;2015/1;A12;EX
u001982;2015/2;A53;A
u001983;2018/1;A56;A
u001983;2018/2;A50;SU
u001983;2018/2;A28;NP
u001984;2018/2;A48;SU
u001984;2018/2;A27;NO
u001984;2018/2;A43;A
u001984;2018/2;A40;SU
u001984;2019/1;A23;NO
u001984;2019/1;A59;NP
u001984;2019/1;A38;NP
u001985;2010/2;A55;A
u001985;2011/1;A25;NP
u001985;2011/1;A12;SU
u001985;2012/1;A24;SU
u001985;2012/1;A19;SU
u001985;2012/1;A23;NP
u001985;2012/2;A44;A
u001985;2012/2;A08;M
u001985;2012/2;A20;EX
u001985;2012/2;A22;A
u001985;2013/1;A03;NO
u001985;2013/1;A35;NP
u001985;2013/1;A35;SU
u001985;2013/1;A19;NP
u001986;2008/2;A55;SU
u001986;2008/2;A03;A
u001986;2009/1;A47;NO
u001986;2009/1;A11;NP
u001986;2009/2;A14;NO
u001986;2009/2;A06;NP
u001986;2009/2;A52;NO
u001986;2010/1;A06;A
u001986;2010/1;A44;NP
u001986;2010/2;A43;SU
u001986;2010/2;A60;SU
u001986;2011/1;A34;A
u001986;2011/1;A46;SU
u001986;2011/1;A22;A
u001986;2011/2;A40;A
u001986;2011/2;A57;SU
u001986;2011/2;A05;NP
u001986;2012/1;A53;NO
u001986;2012/2;A04;SU
u001986;2012/2;A59;SU
u001986;2012/2;A50;A
u001986;2012/2;A55;A
u001986;2013/1;A23;A
u001986;2013/1;A49;A
u001986;2013/2;A10;SU
u001986;2013/2;A59;A
u001986;2014/1;A46;A
u001986;2014/1;A36;NO
u001986;2014/1;A38;NO
u001986;2014/2;A28;NP
u001986;2014/2;A02;NP
u001986;2014/2;A25;A
u001987;2010/1;A09;A
u001987;2010/1;A31;NP
u001987;2010/1;A46;NP
u001987;2010/2;A54;A
u001987;2010/2;A11;SU
u001987;2010/2;A18;A
u001987;2011/1;A31;A
u001987;2011/2;A29;A
u001987;2011/2;A11;SU
u001987;2012/1;A37;A
u001987;2012/1;A50;NP
u001987;2012/1;A41;A
u001987;2012/1;A40;A
u001987;2012/2;A59;NP
u001987;2012/2;A21;NP
u001987;2012/2;A06;A
u001987;2012/2;A50;NP
u001987;2013/1;A38;A
u001987;2013/1;A19;NO
u001987;2014/1;A28;A
u001987;2014/1;A03;NO
u001987;2014/2;A55;A
u001987;2014/2;A26;A
u001987;2014/2;A15;A
u001987;2014/2;A08;NP
u001987;2015/1;A30;NP
u001987;2015/1;A45;NP
u001988;2020/1;A02;NO
u001988;2020/2;A09;NO
u001988;2020/2;A15;NP
u001988;2021/1;A04;NO
u001988;2021/1;A33;NO
u001988;2021/1;A47;A
u001989;2019/1;A21;A
u001989;2019/1;A20;NO
u001989;2019/1;A27;SU
u001989;2019/1;A07;A
u001989;2019/2;A56;SU
u001989;2019/2;A03;NP
u001989;2019/2;A10;A
u001990;2013/1;A20;A
u001990;2013/1;A23;NP
u001990;2013/1;A22;A
u001990;2013/1;A24;NO
u001990;2013/1;A35;NO
u001990;2013/2;A53;SU
u001990;2013/2;A25;SU
u001991;2011/1;A18;A
u001991;2011/1;A14;A
u001991;2012/1;A19;A
u001991;2012/1;A01;A
u001991;2012/2;A17;A
u001991;2012/2;A53;NO
u001991;2013/1;A13;SU
u001991;2013/1;A20;NO
u001991;2013/1;A45;NP
u001991;2013/2;A36;EX
u001991;2013/2;A25;NP
u001991;2014/1;A26;SU
u001991;2014/1;A21;EX
u001991;2014/1;A43;NO
u001991;2015/1;A38;A
u001991;2015/2;A04;A
u001991;2015/2;A49;NP
u001991;2015/2;A13;NP
u001991;2016/1;A34;SU
u001991;2016/1;A03;SU
u001991;2016/2;A59;A
u001991;2016/2;A28;A
u001992;2020/2;A60;NO
u001992;2020/2;A35;A
u001992;2020/2;A31;A
u001993;2005/2;A39;SU
u001993;2005/2;A08;NO
u001993;2006/2;A30;SU
u001993;2006/2;A44;NO
u001993;2007/2;A56;NO
u001993;2007/2;A51;SU
u001993;2007/2;A52;A
u001993;2007/2;A04;NO
u001993;2008/1;A14;SU
u001993;2008/1;A58;NP
u001993;2008/2;A50;A
u001993;2008/2;A05;EX
u001993;2009/2;A46;SU
u001993;2010/2;A26;NP
u001993;2010/2;A35;A
u001993;2011/2;A43;NO
u001993;2011/2;A09;A
u001993;2011/2;A38;A
u001993;2011/2;A51;A
u001993;2012/1;A01;NP
u001993;2012/1;A15;A
u001993;2012/1;A23;NP
u001994;2011/1;A45;A
u001994;2011/1;A31;NO
u001994;2011/1;A38;EX
u001994;2011/1;A52;A
u001995;2009/1;A49;A
u001995;2009/1;A41;NP
u001996;2020/1;A47;SU
u001996;2020/1;A43;NO
u001996;2020/1;A07;A
u001996;2020/2;A38;A
u001996;2020/2;A32;SU
u001996;2021/1;A17;NO
u001996;2021/1;A58;SU
u001997;2020/1;A35;NO
u001997;2020/1;A27;EX
u001997;2020/1;A04;EX
u001997;2020/2;A55;A
u001997;2020/2;A41;A
u001997;2020/2;A31;A
u001997;2021/1;A02;SU
u001997;2021/1;A28;A
u001998;2022/2;A12;A
u001998;2022/2;A30;SU
u001999;2004/2;A33;SU
u001999;2004/2;A27;A
u001999;2004/2;A07;NP
u001999;2005/1;A19;NO
u001999;2005/1;A13;A
u001999;2005/1;A21;NP
u001999;2005/1;A56;NP
u001999;2005/1;A34;A
u001999;2006/1;A60;A
u002000;2009/1;A20;NO
u002000;2009/2;A51;NP
u002001;2001/2;A49;A
u002001;2001/2;A59;EX
u002001;2001/2;A54;A
u002001;2002/1;A60;A
u002001;2002/1;A53;A
u002001;2002/2;A20;SU
u002001;2002/2;A05;NO
u002001;2002/2;A35;SU
u002002;2021/1;A46;NP
u002002;2021/1;A01;NP
u002002;2021/1;A51;NP
u002002;2021/2;A51;SU
u002002;2021/2;A41;A
u002002;2021/2;A53;NO
u002003;2003/1;A07;NP
u002003;2003/1;A14;NO
u002003;2003/1;A28;SU
u002003;2003/1;A44;A
u002003;2003/1;A41;SU
u002004;2017/1;A55;A
u002004;2017/1;A33;SU
u002004;2017/2;A29;SU
u002004;2017/2;A59;NP
u002004;2017/2;A01;SU
u002004;2017/2;A22;SU
u002004;2018/1;A58;A
u002004;2018/1;A44;A
u002004;2018/1;A43;A
u002004;2018/1;A56;SU
u002005;2013/1;A53;A
u002005;2013/1;A35;A
u002005;2013/2;A55;EX
u002005;2013/2;A15;A
u002005;2013/2;A30;A
u002005;2014/1;A51;A
u002005;2014/1;A39;A
u002005;2014/1;A10;SU
u002005;2014/1;A17;NP
u002005;2014/2;A04;A
u002005;2014/2;A56;NO
u002005;2015/1;A60;NP
u002006;2010/2;A07;NP
u002006;2010/2;A05;NO
u002006;2010/2;A28;NP
u002007;2002/2;A54;A
u002007;2002/2;A16;NO
u002007;2002/2;A24;A
u002007;2003/1;A30;SU
u002007;2003/2;A47;A
u002007;2004/2;A52;EX
u002007;2005/1;A53;A
u002007;2006/1;A35;SU
u002007;2006/1;A35;SU
u002007;2006/1;A06;NP
u002007;2006/2;A07;NO
u002007;2006/2;A59;NO
u002007;2006/2;A49;SU
u002007;2007/1;A36;NO
u002007;2007/1;A11;NO
u002007;2007/2;A30;NO
u002007;2007/2;A09;SU
u002007;2008/2;A01;A
u002007;2008/2;A17;NP
u002007;2008/2;A05;SU
u002007;2009/1;A49;NO
u002007;2009/1;A34;A
u002007;2009/2;A43;NP
u002007;2009/2;A58;A
u002007;2009/2;A42;SU
u002007;2010/1;A26;A
u002007;2010/1;A55;A
u002007;2010/2;A38;A
u002007;2010/2;A60;SU
u002007;2011/1;A14;A
u002007;2011/1;A41;SU
u002008;2002/1;A14;SU
u002008;2003/2;A02;NP
u002008;2004/1;A31;A
u002008;2004/1;A10;SU
u002008;2004/1;A15;EX
u002008;2005/1;A58;SU
u002008;2005/1;A29;NP
u002008;2005/1;A49;NP
u002008;2006/1;A51;A
u002008;2006/1;A42;NP
u002008;2006/1;A60;NO
u002008;2006/1;A30;NP
u002008;2006/2;A34;NO
u002008;2007/1;A03;NO
u002008;2007/1;A38;NO
u002008;2007/2;A59;NP
u002008;2007/2;A44;NO
u002008;2008/1;A25;SU
u002008;2008/1;A55;A
u002008;2008/1;A50;A
u002008;2008/1;A20;NO
u002008;2009/1;A46;A
u002008;2009/1;A05;A
u002008;2009/2;A35;SU
u002008;2009/2;A11;A
u002009;2013/1;A41;SU
u002009;2013/1;A35;NO
u002009;2013/1;A53;SU
u002009;2013/2;A39;NP
u002009;2014/1;A53;A
u002009;2014/1;A60;A
u002009;2014/1;A32;SU
u002010;2007/1;A09;NP
u002010;2007/1;A20;A
u002011;2017/1;A41;A
u002011;2017/1;A57;A
u002011;2017/1;A51;NO
u002012;2018/2;A10;SU
u002012;2018/2;A44;A
u002012;2018/2;A22;NP
u002013;2001/1;A32;NO
u002013;2001/1;A19;A
u002013;2001/2;A39;A
u002013;2002/1;A06;NO
u002013;2002/1;A11;A
u002013;2002/2;A25;NO
u002013;2002/2;A52;SU
u002013;2002/2;A30;A
u002013;2003/1;A26;A
u002013;2003/2;A31;NP
u002013;2003/2;A59;A
u002013;2003/2;A58;A
u002013;2004/1;A38;SU
u002013;2004/2;A44;SU
u002013;2004/2;A13;SU
u002013;2004/2;A55;EX
u002013;2005/1;A24;A
u002013;2005/1;A14;NO
u002013;2005/2;A56;NO
u002013;2005/2;A05;NO
u002013;2005/2;A41;A
u002013;2006/1;A37;NP
u002013;2006/1;A43;NO
u002013;2006/2;A09;NP
u002013;2006/2;A17;NP
u002013;2006/2;A23;A
u002014;2012/2;A40;SU
u002014;2012/2;A28;A
u002014;2012/2;A48;A
u002014;2012/2;A40;EX
u002014;2013/1;A08;NP
u002014;2013/1;A14;SU
u002014;2013/1;A53;SU
u002014;2013/1;A15;A
u002014;2013/2;A55;SU
u002014;2013/2;A50;SU
u002014;2014/1;A42;NP
u002014;2014/2;A08;SU
u002014;2014/2;A41;NO
u002014;2014/2;A02;A
u002014;2014/2;A34;NP
u002014;2015/1;A60;NO
u002014;2015/1;A35;A
u002014;2015/2;A25;SU
u002014;2015/2;A27;NP
u002014;2015/2;A34;SU
u002014;2015/2;A10;A
u002015;2003/1;A08;NP
u002015;2003/1;A32;SU
u002016;2019/2;A03;NP
u002016;2019/2;A21;NP
u002016;2019/2;A09;NO
u002017;2007/1;A05;SU
u002017;2007/1;A56;A
u002017;2007/2;A45;A
u002017;2007/2;A04;A
u002017;2007/2;A54;NP
u002017;2008/1;A37;SU
u002017;2008/1;A59;NP
u002017;2008/1;A20;A
u002017;2008/2;A24;A
u002017;2008/2;A08;A
u002017;2008/2;A29;NO
u002017;2009/1;A59;A
u002017;2009/1;A23;SU
u002017;2009/1;A55;NP
u002017;2009/2;A02;A
u002017;2009/2;A39;A
u002017;2010/1;A22;A
u002017;2010/1;A23;A
u002017;2010/1;A27;NP
u002018;2006/1;A23;SU
u002018;2006/1;A55;A
u002018;2006/2;A34;A
u002018;2006/2;A58;NO
u002018;2006/2;A12;NP
u002018;2007/1;A10;A
u002018;2007/1;A08;A
u002018;2007/1;A11;NP
u002018;2007/1;A38;SU
u002018;2007/2;A37;A
u002018;2008/1;A25;NO
u002018;2008/1;A35;SU
u002018;2008/1;A29;SU
u002018;2008/2;A36;SU
u002018;2009/1;A28;NO
u002018;2009/1;A21;NO
u002018;2009/2;A22;A
u002018;2009/2;A35;SU
u002018;2010/1;A19;SU
u002018;2010/1;A45;A
u002018;2010/1;A57;SU
u002018;2010/2;A38;SU
u002018;2010/2;A02;SU
u002018;2010/2;A43;NO
u002018;2011/1;A47;A
u002018;2011/1;A29;SU
u002018;2011/2;A35;A
u002018;2011/2;A01;NP
u002018;2012/1;A04;NO
u002018;2012/1;A44;NP
u002018;2012/1;A52;A
u002018;2012/1;A41;A
u002019;2015/1;A13;SU
u002019;2015/1;A33;A
u002019;2015/1;A39;EX
u002019;2015/2;A03;SU
u002019;2015/2;A35;SU
u002019;2016/1;A55;NO
u002019;2016/1;A20;NP
u002019;2016/2;A28;SU
u002019;2016/2;A11;A
u002019;2017/1;A51;A
u002019;2017/1;A42;A
u002019;2017/2;A15;A
u002019;2017/2;A27;A
u002020;2007/1;A02;A
u002020;2007/1;A13;NP
u002020;2007/2;A13;A
u002020;2008/1;A26;SU
u002020;2008/1;A49;A
u002020;2008/1;A01;A
u002020;2008/2;A12;A
u002020;2008/2;A41;A
u002021;2005/1;A09;A
u002021;2005/1;A37;SU
u002021;2005/2;A44;A
u002021;2005/2;A15;SU
u002021;2005/2;A48;NP
u002021;2005/2;A16;A
u002021;2005/2;A20;A
u002021;2006/1;A40;SU
u002021;2006/1;A35;A
u002021;2006/2;A23;NP
u002021;2006/2;A13;A
u002021;2007/1;A04;A
u002021;2007/1;A07;NO
u002021;2007/2;A23;NP
u002021;2007/2;A60;A
u002021;2008/1;A28;A
u002021;2008/1;A53;NO
u002021;2008/2;A06;NP
u002021;2008/2;A10;M
u002021;2008/2;A54;NO
u002021;2008/2;A43;A
u002022;2009/1;A08;A
u002022;2009/1;A53;SU
u002022;2009/2;A20;NP
u002022;2010/1;A38;SU
u002022;2010/1;A02;EX
u002022;2010/1;A48;EX
u002022;2010/2;A37;A
u002022;2011/1;A26;SU
u002022;2011/2;A04;NO
u002022;2011/2;A60;A
u002022;2011/2;A45;NP
u002022;2011/2;A07;NO
u002022;2012/1;A27;A
u002022;2012/1;A14;A
u002022;2012/1;A11;NO
u002022;2012/2;A15;SU
u002023;2018/1;A32;A
u002023;2018/2;A50;A
u002023;2018/2;A23;A
u002023;2018/2;A35;NO
u002023;2019/1;A47;SU
u002023;2019/1;A47;SU
u002023;2019/1;A39;A
u002023;2019/1;A57;A
u002023;2019/2;A58;A
u002023;2019/2;A33;SU
u002023;2019/2;A48;NP
u002023;2020/2;A55;A
u002023;2020/2;A12;A
u002023;2020/2;A53;A
u002024;2017/2;A44;SU
u002024;2017/2;A57;NP
u002024;2017/2;A44;A
u002024;2017/2;A55;NP
u002024;2018/1;A47;SU
u002024;2018/1;A22;SU
u002024;2018/2;A51;A
u002024;2018/2;A42;NP
u002025;2019/1;A57;A
u002025;2019/1;A36;NP
u002026;2007/1;A23;SU
u002026;2007/1;A09;A
u002026;2007/1;A02;A
u002026;2007/2;A54;A
u002026;2007/2;A24;SU
u002026;2007/2;A38;SU
u002026;2007/2;A59;NP
u002026;2008/1;A46;A
u002026;2008/1;A30;NO
u002026;2008/2;A08;A
u002026;2009/1;A12;NP
u002026;2009/1;A50;A
u002027;2000/1;A01;NP
u002028;2013/1;A43;A
u002028;2013/1;A10;SU
u002028;2013/2;A27;NO
u002028;2013/2;A17;SU
u002029;2018/1;A48;NP
u002029;2018/1;A06;NP
u002030;2021/1;A25;NO
u002030;2021/1;A43;EX
u002031;2000/1;A26;NP
u002031;2000/1;A20;NO
u002031;2000/1;A05;A
u002031;2000/2;A29;A
u002031;2000/2;A22;A
u002031;2000/2;A31;A
u002031;2001/1;A04;A
u002031;2001/1;A34;SU
u002032;2006/2;A36;NP
u002032;2006/2;A01;NP
u002033;2012/1;A10;A
u002033;2012/1;A06;A
u002033;2012/1;A42;SU
u002033;2013/1;A54;NO
u002033;2013/1;A39;NP
u002033;2013/1;A30;A
u002033;2014/1;A39;SU
u002033;2014/1;A04;NP
u002034;2013/1;A29;A
u002034;2013/1;A32;SU
u002034;2013/1;A30;A
u002035;2018/2;A33;A
u002035;2019/1;A55;NO
u002035;2019/2;A42;SU
u002035;2019/2;A28;A
u002035;2019/2;A44;NO
u002035;2020/1;A21;NO
u002035;2020/1;A32;NO
u002035;2020/2;A04;A
u002035;2020/2;A03;A
u002036;2014/1;A12;SU
u002036;2014/1;A02;NP
u002036;2015/1;A32;SU
u002036;2015/1;A51;A
u002036;2015/2;A56;A
u002036;2015/2;A33;NO
u002036;2015/2;A53;NO
u002036;2016/1;A13;A
u002036;2016/2;A52;A
u002036;2016/2;A22;A
u002036;2016/2;A01;A
u002036;2017/1;A58;A
u002036;2017/1;A25;A
u002036;2017/2;A50;NP
u002036;2017/2;A17;A
u002036;2018/1;A04;NO
u002036;2018/1;A45;A
u002037;2018/1;A03;SU
u002038;2022/2;A12;A
u002039;2004/1;A08;A
u002039;2004/1;A35;NP
u002039;2004/1;A14;SU
u002039;2004/1;A21;NP
u002039;2004/2;A37;M
u002039;2004/2;A17;SU
u002039;2004/2;A12;A
u002039;2005/1;A30;SU
u002039;2005/1;A03;NP
u002039;2005/1;A07;NO
u002039;2005/1;A38;NP
u002039;2005/2;A02;NP
u002039;2006/1;A39;A
u002039;2006/1;A42;A
u002039;2006/2;A01;NO
u002039;2007/1;A16;A
u002039;2007/1;A50;NP
u002039;2007/2;A56;NP
u002039;2007/2;A19;NP
u002039;2008/1;A20;NO
u002039;2008/1;A32;SU
u002039;2008/1;A44;A
u002039;2008/2;A28;SU
u002039;2009/2;A59;A
u002039;2009/2;A48;NP
u002039;2009/2;A31;NO
u002040;2014/1;A20;A
u002040;2014/1;A60;A
u002040;2014/1;A41;NP
u002040;2014/2;A33;A
u002040;2014/2;A44;A
u002040;2014/2;A46;NP
u002040;2015/2;A30;A
u002040;2016/1;A14;SU
u002040;2016/1;A21;NO
u002040;2016/1;A14;A
u002040;2016/2;A47;A
u002040;2017/1;A13;NO
u002040;2017/1;A18;NO
u002040;2018/1;A06;NP
u002040;2018/1;A39;A
u002040;2018/1;A09;NO
u002041;2001/2;A52;SU
u002041;2001/2;A37;A
u002041;2002/1;A33;NP
u002041;2002/2;A30;A
u002041;2002/2;A45;SU
u002041;2002/2;A01;NO
u002041;2003/1;A38;NO
u002041;2003/1;A27;A
u002041;2003/1;A52;SU
u002041;2003/2;A23;SU
u002041;2003/2;A11;SU
u002041;2003/2;A41;A
u002041;2004/1;A14;A
u002041;2004/1;A36;A
u002041;2004/2;A43;SU
u002041;2004/2;A15;A
u002041;2004/2;A43;A
u002041;2005/1;A51;NO
u002041;2005/1;A20;NP
u002041;2005/1;A16;A
u002041;2005/1;A57;NO
u002041;2006/1;A60;A
u002041;2006/2;A46;EX
u002042;2022/1;A60;A
u002042;2022/1;A03;A
u002042;2022/1;A13;SU
u002043;2007/1;A43;NP
u002043;2007/1;A57;SU
u002044;2021/2;A23;SU
u002044;2021/2;A23;NO
u002044;2021/2;A34;NO
u002044;2022/1;A38;NP
u002044;2022/1;A59;SU
u002045;2005/2;A36;SU
u002045;2005/2;A60;A
u002045;2005/2;A24;NO
u002045;2005/2;A16;A
u002046;2000/2;A12;A
u002046;2000/2;A31;NP
u002046;2000/2;A47;SU
u002046;2000/2;A08;NO
u002046;2001/1;A28;NO
u002046;2001/1;A57;NO
u002046;2001/1;A06;NP
u002046;2001/2;A09;A
u002046;2001/2;A30;M
u002046;2001/2;A59;A
u002046;2001/2;A56;EX
u002046;2001/2;A22;NO
u002046;2002/1;A47;NP
u002046;2002/2;A45;SU
u002046;2003/1;A05;A
u002046;2003/1;A17;A
u002046;2004/1;A51;NO
u002046;2004/1;A54;A
u002046;2004/2;A50;SU
u002046;2004/2;A29;NP
u002046;2005/1;A55;A
u002046;2005/1;A15;SU
u002046;2005/2;A37;EX
u002046;2006/1;A25;A
u002046;2006/1;A27;A
u002046;2006/2;A32;A
u002046;2006/2;A24;NP
u002046;2006/2;A26;SU
u002046;2007/1;A60;SU
u002046;2007/2;A10;A
u002046;2007/2;A48;NP
u002046;2007/2;A48;NO
u002046;2008/1;A06;A
u002046;2008/2;A29;A
u002046;2008/2;A45;A
u002046;2008/2;A42;NP
u002046;2009/1;A19;SU
u002046;2009/2;A42;A
u002046;2010/2;A38;SU
u002046;2011/1;A03;NO
u002046;2011/1;A43;A
u002047;2015/2;A18;A
u002047;2015/2;A41;A
u002047;2016/1;A20;A
u002047;2016/1;A16;A
u002047;2016/1;A32;NP
u002047;2016/1;A42;EX
u002047;2016/2;A21;SU
u002047;2016/2;A52;SU
u002047;2017/1;A09;SU
u002047;2017/1;A54;SU
u002048;2021/1;A40;A
u002048;2021/1;A60;A
u002048;2021/2;A10;NO
u002048;2021/2;A03;A
u002049;2001/1;A38;A
u002049;2001/1;A43;SU
u002049;2001/1;A50;NP
u002049;2001/2;A22;A
u002049;2001/2;A60;SU
u002049;2001/2;A04;SU
u002049;2001/2;A41;SU
u002049;2002/1;A15;NO
u002049;2003/1;A21;SU
u002049;2003/1;A29;SU
u002049;2003/1;A36;A
u002049;2003/1;A27;NO
u002049;2003/2;A60;NO
u002049;2003/2;A49;SU
u002049;2004/2;A55;A
u002049;2004/2;A01;A
u002049;2004/2;A33;NO
u002049;2005/2;A57;A
u002049;2005/2;A39;A
u002049;2007/1;A12;A
u002049;2007/1;A46;SU
u002049;2007/1;A16;A
u002049;2007/2;A25;SU
u002049;2007/2;A20;NO
u002049;2007/2;A53;NP
u002049;2008/1;A26;NP
u002049;2008/1;A29;SU
u002050;2008/2;A22;A
u002050;2008/2;A54;NO
u002050;2008/2;A50;NO
u002050;2008/2;A08;NO
u002050;2008/2;A35;A
u002050;2009/1;A51;A
u002050;2009/1;A17;A
u002050;2009/1;A05;A
u002050;2009/2;A23;NP
u002050;2009/2;A32;SU
u002050;2009/2;A28;NP
u002050;2010/1;A29;NO
u002050;2010/1;A18;A
